Town,County,Year,Total,Single,Multifamily,Duplex,TripQuad,QuintPlus
AUBURN,Androscoggin County,1980,40,40,0,0,0,0
AUBURN,Androscoggin County,1981,111,91,20,0,8,12
AUBURN,Androscoggin County,1982,44,20,24,0,0,24
AUBURN,Androscoggin County,1983,59,59,0,0,0,0
AUBURN,Androscoggin County,1984,87,45,42,6,0,36
AUBURN,Androscoggin County,1985,177,56,121,4,0,117
AUBURN,Androscoggin County,1986,204,88,116,8,3,105
AUBURN,Androscoggin County,1987,128,50,78,4,26,48
AUBURN,Androscoggin County,1988,264,78,186,6,0,180
AUBURN,Androscoggin County,1989,199,65,134,8,0,126
AUBURN,Androscoggin County,1990,33,27,6,6,0,0
AUBURN,Androscoggin County,1991,20,20,0,0,0,0
AUBURN,Androscoggin County,1992,45,19,26,0,0,26
AUBURN,Androscoggin County,1993,34,34,0,0,0,0
AUBURN,Androscoggin County,1994,40,38,2,2,0,0
AUBURN,Androscoggin County,1995,39,35,4,4,0,0
AUBURN,Androscoggin County,1996,21,21,0,0,0,0
AUBURN,Androscoggin County,1997,22,22,0,0,0,0
AUBURN,Androscoggin County,1998,22,22,0,0,0,0
AUBURN,Androscoggin County,1999,28,20,8,2,0,6
AUBURN,Androscoggin County,2000,35,26,9,0,9,0
AUBURN,Androscoggin County,2001,48,40,8,2,6,0
AUBURN,Androscoggin County,2002,55,40,15,12,3,0
AUBURN,Androscoggin County,2003,62,49,13,4,9,0
AUBURN,Androscoggin County,2004,71,69,2,2,0,0
AUBURN,Androscoggin County,2005,75,68,7,4,3,0
AUBURN,Androscoggin County,2006,65,59,6,6,0,0
AUBURN,Androscoggin County,2007,39,37,2,2,0,0
AUBURN,Androscoggin County,2008,34,24,10,10,0,0
AUBURN,Androscoggin County,2009,31,25,6,6,0,0
AUBURN,Androscoggin County,2010,35,25,10,10,0,0
AUBURN,Androscoggin County,2011,17,17,0,0,0,0
AUBURN,Androscoggin County,2012,18,16,2,2,0,0
AUBURN,Androscoggin County,2013,19,17,2,2,0,0
AUBURN,Androscoggin County,2014,23,23,0,0,0,0
AUBURN,Androscoggin County,2015,8,8,0,0,0,0
AUBURN,Androscoggin County,2016,33,25,8,2,0,6
AUBURN,Androscoggin County,2017,71,24,47,6,0,41
DURHAM TOWN,Androscoggin County,1980,26,26,0,0,0,0
DURHAM TOWN,Androscoggin County,1981,13,13,0,0,0,0
DURHAM TOWN,Androscoggin County,1982,23,21,2,2,0,0
DURHAM TOWN,Androscoggin County,1983,38,34,4,4,0,0
DURHAM TOWN,Androscoggin County,1984,79,73,6,6,0,0
DURHAM TOWN,Androscoggin County,1985,37,37,0,0,0,0
DURHAM TOWN,Androscoggin County,1986,54,52,2,2,0,0
DURHAM TOWN,Androscoggin County,1987,57,55,2,2,0,0
DURHAM TOWN,Androscoggin County,1988,57,53,4,4,0,0
DURHAM TOWN,Androscoggin County,1989,28,28,0,0,0,0
DURHAM TOWN,Androscoggin County,1990,15,15,0,0,0,0
DURHAM TOWN,Androscoggin County,1991,8,8,0,0,0,0
DURHAM TOWN,Androscoggin County,1992,20,20,0,0,0,0
DURHAM TOWN,Androscoggin County,1993,20,20,0,0,0,0
DURHAM TOWN,Androscoggin County,1994,33,33,0,0,0,0
DURHAM TOWN,Androscoggin County,1995,26,26,0,0,0,0
DURHAM TOWN,Androscoggin County,1996,63,63,0,0,0,0
DURHAM TOWN,Androscoggin County,1997,53,53,0,0,0,0
DURHAM TOWN,Androscoggin County,1998,58,58,0,0,0,0
DURHAM TOWN,Androscoggin County,1999,33,33,0,0,0,0
DURHAM TOWN,Androscoggin County,2000,31,31,0,0,0,0
DURHAM TOWN,Androscoggin County,2001,44,44,0,0,0,0
DURHAM TOWN,Androscoggin County,2002,49,49,0,0,0,0
DURHAM TOWN,Androscoggin County,2003,50,50,0,0,0,0
DURHAM TOWN,Androscoggin County,2004,52,52,0,0,0,0
DURHAM TOWN,Androscoggin County,2005,50,50,0,0,0,0
DURHAM TOWN,Androscoggin County,2006,29,29,0,0,0,0
DURHAM TOWN,Androscoggin County,2007,15,15,0,0,0,0
DURHAM TOWN,Androscoggin County,2008,14,14,0,0,0,0
DURHAM TOWN,Androscoggin County,2009,10,10,0,0,0,0
DURHAM TOWN,Androscoggin County,2010,14,14,0,0,0,0
DURHAM TOWN,Androscoggin County,2011,9,9,0,0,0,0
DURHAM TOWN,Androscoggin County,2012,9,9,0,0,0,0
DURHAM TOWN,Androscoggin County,2013,8,8,0,0,0,0
DURHAM TOWN,Androscoggin County,2014,10,10,0,0,0,0
DURHAM TOWN,Androscoggin County,2015,9,9,0,0,0,0
DURHAM TOWN,Androscoggin County,2016,10,10,0,0,0,0
DURHAM TOWN,Androscoggin County,2017,14,14,0,0,0,0
POLAND TOWN,Androscoggin County,1980,20,20,0,0,0,0
POLAND TOWN,Androscoggin County,1981,15,15,0,0,0,0
POLAND TOWN,Androscoggin County,1982,16,16,0,0,0,0
POLAND TOWN,Androscoggin County,1983,22,22,0,0,0,0
POLAND TOWN,Androscoggin County,1984,20,20,0,0,0,0
POLAND TOWN,Androscoggin County,1985,38,38,0,0,0,0
POLAND TOWN,Androscoggin County,1986,152,150,2,2,0,0
POLAND TOWN,Androscoggin County,1987,35,35,0,0,0,0
POLAND TOWN,Androscoggin County,1988,52,46,6,6,0,0
POLAND TOWN,Androscoggin County,1989,44,42,2,2,0,0
POLAND TOWN,Androscoggin County,1990,25,25,0,0,0,0
POLAND TOWN,Androscoggin County,1991,20,20,0,0,0,0
POLAND TOWN,Androscoggin County,1992,29,29,0,0,0,0
POLAND TOWN,Androscoggin County,1993,35,35,0,0,0,0
POLAND TOWN,Androscoggin County,1994,40,40,0,0,0,0
POLAND TOWN,Androscoggin County,1995,21,21,0,0,0,0
POLAND TOWN,Androscoggin County,1996,22,22,0,0,0,0
POLAND TOWN,Androscoggin County,1997,24,22,2,2,0,0
POLAND TOWN,Androscoggin County,1998,35,35,0,0,0,0
POLAND TOWN,Androscoggin County,1999,27,27,0,0,0,0
POLAND TOWN,Androscoggin County,2000,29,27,2,2,0,0
POLAND TOWN,Androscoggin County,2001,24,24,0,0,0,0
POLAND TOWN,Androscoggin County,2002,55,55,0,0,0,0
POLAND TOWN,Androscoggin County,2003,51,51,0,0,0,0
POLAND TOWN,Androscoggin County,2004,60,60,0,0,0,0
POLAND TOWN,Androscoggin County,2005,48,40,8,8,0,0
POLAND TOWN,Androscoggin County,2006,29,29,0,0,0,0
POLAND TOWN,Androscoggin County,2007,44,44,0,0,0,0
POLAND TOWN,Androscoggin County,2008,31,31,0,0,0,0
POLAND TOWN,Androscoggin County,2009,21,19,2,2,0,0
POLAND TOWN,Androscoggin County,2010,22,22,0,0,0,0
POLAND TOWN,Androscoggin County,2011,19,17,2,2,0,0
POLAND TOWN,Androscoggin County,2012,42,42,0,0,0,0
POLAND TOWN,Androscoggin County,2013,28,28,0,0,0,0
POLAND TOWN,Androscoggin County,2014,14,14,0,0,0,0
POLAND TOWN,Androscoggin County,2015,14,14,0,0,0,0
POLAND TOWN,Androscoggin County,2016,29,27,2,2,0,0
POLAND TOWN,Androscoggin County,2017,25,25,0,0,0,0
BALDWIN TOWN,Cumberland County,1980,2,2,0,0,0,0
BALDWIN TOWN,Cumberland County,1981,2,2,0,0,0,0
BALDWIN TOWN,Cumberland County,1982,2,2,0,0,0,0
BALDWIN TOWN,Cumberland County,1983,3,3,0,0,0,0
BALDWIN TOWN,Cumberland County,1984,3,3,0,0,0,0
BALDWIN TOWN,Cumberland County,1985,5,5,0,0,0,0
BALDWIN TOWN,Cumberland County,1986,6,6,0,0,0,0
BALDWIN TOWN,Cumberland County,1987,7,7,0,0,0,0
BALDWIN TOWN,Cumberland County,1988,6,6,0,0,0,0
BALDWIN TOWN,Cumberland County,1989,5,5,0,0,0,0
BALDWIN TOWN,Cumberland County,1990,4,4,0,0,0,0
BALDWIN TOWN,Cumberland County,1991,12,12,0,0,0,0
BALDWIN TOWN,Cumberland County,1992,5,5,0,0,0,0
BALDWIN TOWN,Cumberland County,1993,5,5,0,0,0,0
BALDWIN TOWN,Cumberland County,1994,9,9,0,0,0,0
BALDWIN TOWN,Cumberland County,1995,6,6,0,0,0,0
BALDWIN TOWN,Cumberland County,1996,7,7,0,0,0,0
BALDWIN TOWN,Cumberland County,1997,4,4,0,0,0,0
BALDWIN TOWN,Cumberland County,1998,7,7,0,0,0,0
BALDWIN TOWN,Cumberland County,1999,9,9,0,0,0,0
BALDWIN TOWN,Cumberland County,2000,7,7,0,0,0,0
BALDWIN TOWN,Cumberland County,2001,8,8,0,0,0,0
BALDWIN TOWN,Cumberland County,2002,13,13,0,0,0,0
BALDWIN TOWN,Cumberland County,2003,13,13,0,0,0,0
BALDWIN TOWN,Cumberland County,2004,20,20,0,0,0,0
BALDWIN TOWN,Cumberland County,2005,22,22,0,0,0,0
BALDWIN TOWN,Cumberland County,2006,10,10,0,0,0,0
BALDWIN TOWN,Cumberland County,2007,8,8,0,0,0,0
BALDWIN TOWN,Cumberland County,2008,3,3,0,0,0,0
BALDWIN TOWN,Cumberland County,2009,6,6,0,0,0,0
BALDWIN TOWN,Cumberland County,2010,9,9,0,0,0,0
BALDWIN TOWN,Cumberland County,2011,5,5,0,0,0,0
BALDWIN TOWN,Cumberland County,2012,5,5,0,0,0,0
BALDWIN TOWN,Cumberland County,2013,6,6,0,0,0,0
BALDWIN TOWN,Cumberland County,2014,3,3,0,0,0,0
BALDWIN TOWN,Cumberland County,2015,6,6,0,0,0,0
BALDWIN TOWN,Cumberland County,2016,8,8,0,0,0,0
BALDWIN TOWN,Cumberland County,2017,8,8,0,0,0,0
BRIDGTON TOWN,Cumberland County,1980,21,21,0,0,0,0
BRIDGTON TOWN,Cumberland County,1981,18,18,0,0,0,0
BRIDGTON TOWN,Cumberland County,1982,22,22,0,0,0,0
BRIDGTON TOWN,Cumberland County,1983,34,34,0,0,0,0
BRIDGTON TOWN,Cumberland County,1984,84,24,60,0,0,60
BRIDGTON TOWN,Cumberland County,1985,69,47,22,0,0,22
BRIDGTON TOWN,Cumberland County,1986,102,52,50,0,0,50
BRIDGTON TOWN,Cumberland County,1987,272,102,170,8,0,162
BRIDGTON TOWN,Cumberland County,1988,155,151,4,0,4,0
BRIDGTON TOWN,Cumberland County,1989,58,54,4,0,4,0
BRIDGTON TOWN,Cumberland County,1990,54,51,3,0,3,0
BRIDGTON TOWN,Cumberland County,1991,31,31,0,0,0,0
BRIDGTON TOWN,Cumberland County,1992,32,32,0,0,0,0
BRIDGTON TOWN,Cumberland County,1993,57,57,0,0,0,0
BRIDGTON TOWN,Cumberland County,1994,35,35,0,0,0,0
BRIDGTON TOWN,Cumberland County,1995,17,17,0,0,0,0
BRIDGTON TOWN,Cumberland County,1996,15,15,0,0,0,0
BRIDGTON TOWN,Cumberland County,1997,28,28,0,0,0,0
BRIDGTON TOWN,Cumberland County,1998,24,24,0,0,0,0
BRIDGTON TOWN,Cumberland County,1999,53,33,20,8,12,0
BRIDGTON TOWN,Cumberland County,2000,42,42,0,0,0,0
BRIDGTON TOWN,Cumberland County,2001,57,57,0,0,0,0
BRIDGTON TOWN,Cumberland County,2002,68,68,0,0,0,0
BRIDGTON TOWN,Cumberland County,2003,94,94,0,0,0,0
BRIDGTON TOWN,Cumberland County,2004,81,81,0,0,0,0
BRIDGTON TOWN,Cumberland County,2005,99,99,0,0,0,0
BRIDGTON TOWN,Cumberland County,2006,104,104,0,0,0,0
BRIDGTON TOWN,Cumberland County,2007,58,58,0,0,0,0
BRIDGTON TOWN,Cumberland County,2008,36,34,2,2,0,0
BRIDGTON TOWN,Cumberland County,2009,31,31,0,0,0,0
BRIDGTON TOWN,Cumberland County,2010,29,29,0,0,0,0
BRIDGTON TOWN,Cumberland County,2011,26,26,0,0,0,0
BRIDGTON TOWN,Cumberland County,2012,22,22,0,0,0,0
BRIDGTON TOWN,Cumberland County,2013,23,23,0,0,0,0
BRIDGTON TOWN,Cumberland County,2014,16,16,0,0,0,0
BRIDGTON TOWN,Cumberland County,2015,17,17,0,0,0,0
BRIDGTON TOWN,Cumberland County,2016,20,20,0,0,0,0
BRIDGTON TOWN,Cumberland County,2017,24,24,0,0,0,0
BRUNSWICK TOWN,Cumberland County,1980,39,39,0,0,0,0
BRUNSWICK TOWN,Cumberland County,1981,49,30,19,0,19,0
BRUNSWICK TOWN,Cumberland County,1982,48,45,3,0,3,0
BRUNSWICK TOWN,Cumberland County,1983,149,78,71,2,19,50
BRUNSWICK TOWN,Cumberland County,1984,252,160,92,4,0,88
BRUNSWICK TOWN,Cumberland County,1985,162,151,11,8,3,0
BRUNSWICK TOWN,Cumberland County,1986,273,183,90,0,27,63
BRUNSWICK TOWN,Cumberland County,1987,255,243,12,0,0,12
BRUNSWICK TOWN,Cumberland County,1988,138,126,12,0,0,12
BRUNSWICK TOWN,Cumberland County,1989,87,73,14,0,8,6
BRUNSWICK TOWN,Cumberland County,1990,64,64,0,0,0,0
BRUNSWICK TOWN,Cumberland County,1991,30,30,0,0,0,0
BRUNSWICK TOWN,Cumberland County,1992,100,58,42,26,9,7
BRUNSWICK TOWN,Cumberland County,1993,71,46,25,2,0,23
BRUNSWICK TOWN,Cumberland County,1994,32,32,0,0,0,0
BRUNSWICK TOWN,Cumberland County,1995,40,38,2,2,0,0
BRUNSWICK TOWN,Cumberland County,1996,50,46,4,0,4,0
BRUNSWICK TOWN,Cumberland County,1997,80,48,32,6,0,26
BRUNSWICK TOWN,Cumberland County,1998,63,59,4,4,0,0
BRUNSWICK TOWN,Cumberland County,1999,100,74,26,0,0,26
BRUNSWICK TOWN,Cumberland County,2000,86,86,0,0,0,0
BRUNSWICK TOWN,Cumberland County,2001,88,88,0,0,0,0
BRUNSWICK TOWN,Cumberland County,2002,111,97,14,4,0,10
BRUNSWICK TOWN,Cumberland County,2003,122,104,18,6,12,0
BRUNSWICK TOWN,Cumberland County,2004,96,77,19,2,17,0
BRUNSWICK TOWN,Cumberland County,2005,86,80,6,6,0,0
BRUNSWICK TOWN,Cumberland County,2006,121,73,48,0,0,48
BRUNSWICK TOWN,Cumberland County,2007,68,66,2,2,0,0
BRUNSWICK TOWN,Cumberland County,2008,21,21,0,0,0,0
BRUNSWICK TOWN,Cumberland County,2009,21,21,0,0,0,0
BRUNSWICK TOWN,Cumberland County,2010,26,26,0,0,0,0
BRUNSWICK TOWN,Cumberland County,2011,22,20,2,2,0,0
BRUNSWICK TOWN,Cumberland County,2012,26,26,0,0,0,0
BRUNSWICK TOWN,Cumberland County,2013,34,34,0,0,0,0
BRUNSWICK TOWN,Cumberland County,2014,34,34,0,0,0,0
BRUNSWICK TOWN,Cumberland County,2015,23,21,2,2,0,0
BRUNSWICK TOWN,Cumberland County,2016,59,35,24,0,0,24
BRUNSWICK TOWN,Cumberland County,2017,35,33,2,2,0,0
CAPE ELIZABETH TOWN,Cumberland County,1980,57,21,36,2,28,6
CAPE ELIZABETH TOWN,Cumberland County,1981,34,34,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,1982,33,29,4,0,4,0
CAPE ELIZABETH TOWN,Cumberland County,1983,54,54,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,1984,63,63,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,1985,60,60,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,1986,77,69,8,0,0,8
CAPE ELIZABETH TOWN,Cumberland County,1987,108,108,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,1988,43,43,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,1989,31,31,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,1990,26,26,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,1991,22,22,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,1992,24,24,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,1993,34,34,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,1994,35,35,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,1995,21,18,3,0,3,0
CAPE ELIZABETH TOWN,Cumberland County,1996,25,25,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,1997,24,24,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,1998,29,29,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,1999,23,23,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,2000,26,26,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,2001,30,30,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,2002,35,35,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,2003,26,26,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,2004,22,22,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,2005,23,23,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,2006,20,20,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,2007,11,11,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,2008,12,12,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,2009,15,15,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,2010,15,15,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,2011,12,12,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,2012,11,11,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,2013,28,26,2,2,0,0
CAPE ELIZABETH TOWN,Cumberland County,2014,26,26,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,2015,24,24,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,2016,29,29,0,0,0,0
CAPE ELIZABETH TOWN,Cumberland County,2017,32,22,10,0,0,10
CASCO TOWN,Cumberland County,1980,13,13,0,0,0,0
CASCO TOWN,Cumberland County,1981,15,15,0,0,0,0
CASCO TOWN,Cumberland County,1982,8,8,0,0,0,0
CASCO TOWN,Cumberland County,1983,12,12,0,0,0,0
CASCO TOWN,Cumberland County,1984,18,16,2,2,0,0
CASCO TOWN,Cumberland County,1985,32,28,4,4,0,0
CASCO TOWN,Cumberland County,1986,57,44,13,6,7,0
CASCO TOWN,Cumberland County,1987,62,54,8,0,8,0
CASCO TOWN,Cumberland County,1988,31,29,2,2,0,0
CASCO TOWN,Cumberland County,1989,35,23,12,0,0,12
CASCO TOWN,Cumberland County,1990,26,26,0,0,0,0
CASCO TOWN,Cumberland County,1991,14,14,0,0,0,0
CASCO TOWN,Cumberland County,1992,21,21,0,0,0,0
CASCO TOWN,Cumberland County,1993,17,17,0,0,0,0
CASCO TOWN,Cumberland County,1994,21,21,0,0,0,0
CASCO TOWN,Cumberland County,1995,16,16,0,0,0,0
CASCO TOWN,Cumberland County,1996,13,13,0,0,0,0
CASCO TOWN,Cumberland County,1997,13,13,0,0,0,0
CASCO TOWN,Cumberland County,1998,26,26,0,0,0,0
CASCO TOWN,Cumberland County,1999,30,30,0,0,0,0
CASCO TOWN,Cumberland County,2000,26,26,0,0,0,0
CASCO TOWN,Cumberland County,2001,30,26,4,0,4,0
CASCO TOWN,Cumberland County,2002,28,25,3,0,3,0
CASCO TOWN,Cumberland County,2003,25,25,0,0,0,0
CASCO TOWN,Cumberland County,2004,54,54,0,0,0,0
CASCO TOWN,Cumberland County,2005,57,57,0,0,0,0
CASCO TOWN,Cumberland County,2006,49,49,0,0,0,0
CASCO TOWN,Cumberland County,2007,42,42,0,0,0,0
CASCO TOWN,Cumberland County,2008,11,11,0,0,0,0
CASCO TOWN,Cumberland County,2009,12,12,0,0,0,0
CASCO TOWN,Cumberland County,2010,13,13,0,0,0,0
CASCO TOWN,Cumberland County,2011,19,19,0,0,0,0
CASCO TOWN,Cumberland County,2012,21,21,0,0,0,0
CASCO TOWN,Cumberland County,2013,26,26,0,0,0,0
CASCO TOWN,Cumberland County,2014,24,24,0,0,0,0
CASCO TOWN,Cumberland County,2015,33,33,0,0,0,0
CASCO TOWN,Cumberland County,2016,19,19,0,0,0,0
CASCO TOWN,Cumberland County,2017,20,20,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,1980,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,1981,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,1982,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,1983,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,1984,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,1985,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,1986,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,1987,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,1988,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,1989,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,1990,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,1991,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,1992,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,1993,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,1994,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,1995,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,1996,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,1997,0,0,0,0,0,0
