Town,County,Year,Total,Single,Multifamily,Duplex,TripQuad,QuintPlus
CHEBEAGUE ISLAND TOWN,Cumberland County,1998,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,1999,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,2000,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,2001,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,2002,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,2003,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,2004,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,2005,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,2006,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,2007,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,2008,2,2,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,2009,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,2010,1,1,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,2011,3,3,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,2012,1,1,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,2013,1,1,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,2014,4,4,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,2015,4,4,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,2016,0,0,0,0,0,0
CHEBEAGUE ISLAND TOWN,Cumberland County,2017,4,4,0,0,0,0
CUMBERLAND TOWN,Cumberland County,1980,32,23,9,6,3,0
CUMBERLAND TOWN,Cumberland County,1981,19,19,0,0,0,0
CUMBERLAND TOWN,Cumberland County,1982,18,18,0,0,0,0
CUMBERLAND TOWN,Cumberland County,1983,31,31,0,0,0,0
CUMBERLAND TOWN,Cumberland County,1984,45,45,0,0,0,0
CUMBERLAND TOWN,Cumberland County,1985,72,72,0,0,0,0
CUMBERLAND TOWN,Cumberland County,1986,160,160,0,0,0,0
CUMBERLAND TOWN,Cumberland County,1987,80,80,0,0,0,0
CUMBERLAND TOWN,Cumberland County,1988,42,42,0,0,0,0
CUMBERLAND TOWN,Cumberland County,1989,39,37,2,2,0,0
CUMBERLAND TOWN,Cumberland County,1990,34,34,0,0,0,0
CUMBERLAND TOWN,Cumberland County,1991,44,44,0,0,0,0
CUMBERLAND TOWN,Cumberland County,1992,70,70,0,0,0,0
CUMBERLAND TOWN,Cumberland County,1993,62,60,2,2,0,0
CUMBERLAND TOWN,Cumberland County,1994,53,51,2,2,0,0
CUMBERLAND TOWN,Cumberland County,1995,43,43,0,0,0,0
CUMBERLAND TOWN,Cumberland County,1996,44,44,0,0,0,0
CUMBERLAND TOWN,Cumberland County,1997,43,43,0,0,0,0
CUMBERLAND TOWN,Cumberland County,1998,65,65,0,0,0,0
CUMBERLAND TOWN,Cumberland County,1999,38,38,0,0,0,0
CUMBERLAND TOWN,Cumberland County,2000,86,86,0,0,0,0
CUMBERLAND TOWN,Cumberland County,2001,56,56,0,0,0,0
CUMBERLAND TOWN,Cumberland County,2002,40,40,0,0,0,0
CUMBERLAND TOWN,Cumberland County,2003,70,43,27,24,3,0
CUMBERLAND TOWN,Cumberland County,2004,67,53,14,14,0,0
CUMBERLAND TOWN,Cumberland County,2005,51,41,10,10,0,0
CUMBERLAND TOWN,Cumberland County,2006,39,27,12,2,10,0
CUMBERLAND TOWN,Cumberland County,2007,31,29,2,2,0,0
CUMBERLAND TOWN,Cumberland County,2008,22,22,0,0,0,0
CUMBERLAND TOWN,Cumberland County,2009,17,17,0,0,0,0
CUMBERLAND TOWN,Cumberland County,2010,15,15,0,0,0,0
CUMBERLAND TOWN,Cumberland County,2011,22,22,0,0,0,0
CUMBERLAND TOWN,Cumberland County,2012,25,25,0,0,0,0
CUMBERLAND TOWN,Cumberland County,2013,65,65,0,0,0,0
CUMBERLAND TOWN,Cumberland County,2014,59,59,0,0,0,0
CUMBERLAND TOWN,Cumberland County,2015,57,57,0,0,0,0
CUMBERLAND TOWN,Cumberland County,2016,156,60,96,0,0,96
CUMBERLAND TOWN,Cumberland County,2017,36,34,2,2,0,0
FALMOUTH TOWN,Cumberland County,1980,11,7,4,0,4,0
FALMOUTH TOWN,Cumberland County,1981,38,19,19,4,15,0
FALMOUTH TOWN,Cumberland County,1982,24,24,0,0,0,0
FALMOUTH TOWN,Cumberland County,1983,48,37,11,4,7,0
FALMOUTH TOWN,Cumberland County,1984,52,52,0,0,0,0
FALMOUTH TOWN,Cumberland County,1985,124,74,50,0,0,50
FALMOUTH TOWN,Cumberland County,1986,48,48,0,0,0,0
FALMOUTH TOWN,Cumberland County,1987,57,57,0,0,0,0
FALMOUTH TOWN,Cumberland County,1988,50,50,0,0,0,0
FALMOUTH TOWN,Cumberland County,1989,49,49,0,0,0,0
FALMOUTH TOWN,Cumberland County,1990,48,48,0,0,0,0
FALMOUTH TOWN,Cumberland County,1991,53,53,0,0,0,0
FALMOUTH TOWN,Cumberland County,1992,67,67,0,0,0,0
FALMOUTH TOWN,Cumberland County,1993,63,63,0,0,0,0
FALMOUTH TOWN,Cumberland County,1994,86,86,0,0,0,0
FALMOUTH TOWN,Cumberland County,1995,110,104,6,6,0,0
FALMOUTH TOWN,Cumberland County,1996,95,92,3,0,3,0
FALMOUTH TOWN,Cumberland County,1997,84,84,0,0,0,0
FALMOUTH TOWN,Cumberland County,1998,106,102,4,4,0,0
FALMOUTH TOWN,Cumberland County,1999,113,103,10,10,0,0
FALMOUTH TOWN,Cumberland County,2000,89,89,0,0,0,0
FALMOUTH TOWN,Cumberland County,2001,55,55,0,0,0,0
FALMOUTH TOWN,Cumberland County,2002,66,66,0,0,0,0
FALMOUTH TOWN,Cumberland County,2003,60,60,0,0,0,0
FALMOUTH TOWN,Cumberland County,2004,44,44,0,0,0,0
FALMOUTH TOWN,Cumberland County,2005,52,52,0,0,0,0
FALMOUTH TOWN,Cumberland County,2006,66,66,0,0,0,0
FALMOUTH TOWN,Cumberland County,2007,62,62,0,0,0,0
FALMOUTH TOWN,Cumberland County,2008,30,30,0,0,0,0
FALMOUTH TOWN,Cumberland County,2009,50,50,0,0,0,0
FALMOUTH TOWN,Cumberland County,2010,40,40,0,0,0,0
FALMOUTH TOWN,Cumberland County,2011,42,42,0,0,0,0
FALMOUTH TOWN,Cumberland County,2012,37,37,0,0,0,0
FALMOUTH TOWN,Cumberland County,2013,98,62,36,0,0,36
FALMOUTH TOWN,Cumberland County,2014,101,41,60,0,0,60
FALMOUTH TOWN,Cumberland County,2015,63,63,0,0,0,0
FALMOUTH TOWN,Cumberland County,2016,64,64,0,0,0,0
FALMOUTH TOWN,Cumberland County,2017,63,61,2,2,0,0
FREEPORT TOWN,Cumberland County,1980,47,21,26,0,26,0
FREEPORT TOWN,Cumberland County,1981,17,17,0,0,0,0
FREEPORT TOWN,Cumberland County,1982,26,26,0,0,0,0
FREEPORT TOWN,Cumberland County,1983,83,41,42,0,8,34
FREEPORT TOWN,Cumberland County,1984,77,77,0,0,0,0
FREEPORT TOWN,Cumberland County,1985,70,54,16,0,16,0
FREEPORT TOWN,Cumberland County,1986,66,58,8,8,0,0
FREEPORT TOWN,Cumberland County,1987,84,68,16,10,0,6
FREEPORT TOWN,Cumberland County,1988,99,45,54,0,0,54
FREEPORT TOWN,Cumberland County,1989,41,41,0,0,0,0
FREEPORT TOWN,Cumberland County,1990,29,29,0,0,0,0
FREEPORT TOWN,Cumberland County,1991,25,21,4,4,0,0
FREEPORT TOWN,Cumberland County,1992,35,35,0,0,0,0
FREEPORT TOWN,Cumberland County,1993,43,43,0,0,0,0
FREEPORT TOWN,Cumberland County,1994,45,45,0,0,0,0
FREEPORT TOWN,Cumberland County,1995,30,30,0,0,0,0
FREEPORT TOWN,Cumberland County,1996,75,45,30,0,0,30
FREEPORT TOWN,Cumberland County,1997,49,49,0,0,0,0
FREEPORT TOWN,Cumberland County,1998,40,40,0,0,0,0
FREEPORT TOWN,Cumberland County,1999,51,49,2,2,0,0
FREEPORT TOWN,Cumberland County,2000,45,45,0,0,0,0
FREEPORT TOWN,Cumberland County,2001,48,44,4,4,0,0
FREEPORT TOWN,Cumberland County,2002,41,37,4,4,0,0
FREEPORT TOWN,Cumberland County,2003,57,57,0,0,0,0
FREEPORT TOWN,Cumberland County,2004,50,48,2,2,0,0
FREEPORT TOWN,Cumberland County,2005,96,82,14,14,0,0
FREEPORT TOWN,Cumberland County,2006,63,58,5,2,3,0
FREEPORT TOWN,Cumberland County,2007,26,24,2,2,0,0
FREEPORT TOWN,Cumberland County,2008,24,21,3,0,3,0
FREEPORT TOWN,Cumberland County,2009,20,20,0,0,0,0
FREEPORT TOWN,Cumberland County,2010,26,22,4,0,4,0
FREEPORT TOWN,Cumberland County,2011,50,25,25,0,0,25
FREEPORT TOWN,Cumberland County,2012,37,34,3,0,3,0
FREEPORT TOWN,Cumberland County,2013,50,50,0,0,0,0
FREEPORT TOWN,Cumberland County,2014,40,38,2,2,0,0
FREEPORT TOWN,Cumberland County,2015,58,53,5,2,3,0
FREEPORT TOWN,Cumberland County,2016,46,44,2,2,0,0
FREEPORT TOWN,Cumberland County,2017,52,46,6,6,0,0
FRYE ISLAND TOWN,Cumberland County,1980,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,1981,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,1982,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,1983,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,1984,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,1985,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,1986,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,1987,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,1988,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,1989,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,1990,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,1991,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,1992,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,1993,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,1994,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,1995,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,1996,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,1997,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,1998,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,1999,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,2000,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,2001,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,2002,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,2003,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,2004,14,14,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,2005,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,2006,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,2007,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,2008,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,2009,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,2010,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,2011,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,2012,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,2013,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,2014,0,0,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,2015,5,5,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,2016,4,4,0,0,0,0
FRYE ISLAND TOWN,Cumberland County,2017,4,4,0,0,0,0
GORHAM TOWN,Cumberland County,1980,42,42,0,0,0,0
GORHAM TOWN,Cumberland County,1981,33,31,2,2,0,0
GORHAM TOWN,Cumberland County,1982,54,54,0,0,0,0
GORHAM TOWN,Cumberland County,1983,107,83,24,2,0,22
GORHAM TOWN,Cumberland County,1984,116,102,14,14,0,0
GORHAM TOWN,Cumberland County,1985,114,84,30,10,4,16
GORHAM TOWN,Cumberland County,1986,122,112,10,10,0,0
GORHAM TOWN,Cumberland County,1987,97,91,6,6,0,0
GORHAM TOWN,Cumberland County,1988,81,77,4,4,0,0
GORHAM TOWN,Cumberland County,1989,97,75,22,12,0,10
GORHAM TOWN,Cumberland County,1990,63,59,4,4,0,0
GORHAM TOWN,Cumberland County,1991,88,86,2,2,0,0
GORHAM TOWN,Cumberland County,1992,93,93,0,0,0,0
GORHAM TOWN,Cumberland County,1993,68,66,2,2,0,0
GORHAM TOWN,Cumberland County,1994,102,102,0,0,0,0
GORHAM TOWN,Cumberland County,1995,53,53,0,0,0,0
GORHAM TOWN,Cumberland County,1996,88,86,2,2,0,0
GORHAM TOWN,Cumberland County,1997,82,82,0,0,0,0
GORHAM TOWN,Cumberland County,1998,114,98,16,4,12,0
GORHAM TOWN,Cumberland County,1999,101,101,0,0,0,0
GORHAM TOWN,Cumberland County,2000,105,105,0,0,0,0
GORHAM TOWN,Cumberland County,2001,141,139,2,2,0,0
GORHAM TOWN,Cumberland County,2002,195,195,0,0,0,0
GORHAM TOWN,Cumberland County,2003,89,89,0,0,0,0
GORHAM TOWN,Cumberland County,2004,104,100,4,4,0,0
GORHAM TOWN,Cumberland County,2005,128,126,2,2,0,0
GORHAM TOWN,Cumberland County,2006,69,69,0,0,0,0
GORHAM TOWN,Cumberland County,2007,68,68,0,0,0,0
GORHAM TOWN,Cumberland County,2008,36,30,6,2,4,0
GORHAM TOWN,Cumberland County,2009,40,40,0,0,0,0
GORHAM TOWN,Cumberland County,2010,53,53,0,0,0,0
GORHAM TOWN,Cumberland County,2011,57,57,0,0,0,0
GORHAM TOWN,Cumberland County,2012,69,69,0,0,0,0
GORHAM TOWN,Cumberland County,2013,67,67,0,0,0,0
GORHAM TOWN,Cumberland County,2014,76,76,0,0,0,0
GORHAM TOWN,Cumberland County,2015,89,89,0,0,0,0
GORHAM TOWN,Cumberland County,2016,78,78,0,0,0,0
GORHAM TOWN,Cumberland County,2017,123,123,0,0,0,0
GRAY TOWN,Cumberland County,1980,32,32,0,0,0,0
GRAY TOWN,Cumberland County,1981,23,23,0,0,0,0
GRAY TOWN,Cumberland County,1982,52,44,8,0,8,0
GRAY TOWN,Cumberland County,1983,68,61,7,0,7,0
GRAY TOWN,Cumberland County,1984,94,82,12,0,12,0
GRAY TOWN,Cumberland County,1985,98,95,3,0,3,0
GRAY TOWN,Cumberland County,1986,120,111,9,0,9,0
GRAY TOWN,Cumberland County,1987,112,106,6,0,6,0
GRAY TOWN,Cumberland County,1988,87,87,0,0,0,0
GRAY TOWN,Cumberland County,1989,70,67,3,0,3,0
GRAY TOWN,Cumberland County,1990,45,45,0,0,0,0
GRAY TOWN,Cumberland County,1991,43,35,8,8,0,0
GRAY TOWN,Cumberland County,1992,50,48,2,2,0,0
GRAY TOWN,Cumberland County,1993,51,45,6,6,0,0
GRAY TOWN,Cumberland County,1994,73,57,16,16,0,0
GRAY TOWN,Cumberland County,1995,56,46,10,10,0,0
GRAY TOWN,Cumberland County,1996,52,52,0,0,0,0
GRAY TOWN,Cumberland County,1997,57,57,0,0,0,0
GRAY TOWN,Cumberland County,1998,60,60,0,0,0,0
GRAY TOWN,Cumberland County,1999,62,62,0,0,0,0
GRAY TOWN,Cumberland County,2000,77,69,8,0,8,0
GRAY TOWN,Cumberland County,2001,79,73,6,6,0,0
GRAY TOWN,Cumberland County,2002,75,67,8,8,0,0
GRAY TOWN,Cumberland County,2003,72,72,0,0,0,0
GRAY TOWN,Cumberland County,2004,84,84,0,0,0,0
GRAY TOWN,Cumberland County,2005,79,65,14,14,0,0
GRAY TOWN,Cumberland County,2006,74,62,12,4,8,0
GRAY TOWN,Cumberland County,2007,31,31,0,0,0,0
GRAY TOWN,Cumberland County,2008,33,27,6,6,0,0
GRAY TOWN,Cumberland County,2009,27,25,2,2,0,0
GRAY TOWN,Cumberland County,2010,23,23,0,0,0,0
GRAY TOWN,Cumberland County,2011,20,18,2,2,0,0
GRAY TOWN,Cumberland County,2012,21,17,4,4,0,0
GRAY TOWN,Cumberland County,2013,27,21,6,6,0,0
GRAY TOWN,Cumberland County,2014,35,27,8,8,0,0
GRAY TOWN,Cumberland County,2015,40,34,6,6,0,0
GRAY TOWN,Cumberland County,2016,65,41,24,24,0,0
GRAY TOWN,Cumberland County,2017,48,38,10,10,0,0
HARPSWELL TOWN,Cumberland County,1980,0,0,0,0,0,0
HARPSWELL TOWN,Cumberland County,1981,0,0,0,0,0,0
HARPSWELL TOWN,Cumberland County,1982,0,0,0,0,0,0
HARPSWELL TOWN,Cumberland County,1983,0,0,0,0,0,0
HARPSWELL TOWN,Cumberland County,1984,0,0,0,0,0,0
HARPSWELL TOWN,Cumberland County,1985,36,36,0,0,0,0
HARPSWELL TOWN,Cumberland County,1986,46,46,0,0,0,0
HARPSWELL TOWN,Cumberland County,1987,54,54,0,0,0,0
HARPSWELL TOWN,Cumberland County,1988,51,51,0,0,0,0
HARPSWELL TOWN,Cumberland County,1989,42,42,0,0,0,0
HARPSWELL TOWN,Cumberland County,1990,33,33,0,0,0,0
HARPSWELL TOWN,Cumberland County,1991,28,28,0,0,0,0
HARPSWELL TOWN,Cumberland County,1992,29,29,0,0,0,0
HARPSWELL TOWN,Cumberland County,1993,27,27,0,0,0,0
HARPSWELL TOWN,Cumberland County,1994,0,0,0,0,0,0
HARPSWELL TOWN,Cumberland County,1995,0,0,0,0,0,0
HARPSWELL TOWN,Cumberland County,1996,0,0,0,0,0,0
HARPSWELL TOWN,Cumberland County,1997,0,0,0,0,0,0
HARPSWELL TOWN,Cumberland County,1998,0,0,0,0,0,0
HARPSWELL TOWN,Cumberland County,1999,0,0,0,0,0,0
HARPSWELL TOWN,Cumberland County,2000,0,0,0,0,0,0
HARPSWELL TOWN,Cumberland County,2001,0,0,0,0,0,0
HARPSWELL TOWN,Cumberland County,2002,76,76,0,0,0,0
HARPSWELL TOWN,Cumberland County,2003,60,60,0,0,0,0
HARPSWELL TOWN,Cumberland County,2004,12,12,0,0,0,0
HARPSWELL TOWN,Cumberland County,2005,31,31,0,0,0,0
HARPSWELL TOWN,Cumberland County,2006,31,31,0,0,0,0
HARPSWELL TOWN,Cumberland County,2007,43,43,0,0,0,0
HARPSWELL TOWN,Cumberland County,2008,28,28,0,0,0,0
HARPSWELL TOWN,Cumberland County,2009,18,18,0,0,0,0
HARPSWELL TOWN,Cumberland County,2010,20,20,0,0,0,0
HARPSWELL TOWN,Cumberland County,2011,15,15,0,0,0,0
HARPSWELL TOWN,Cumberland County,2012,14,14,0,0,0,0
HARPSWELL TOWN,Cumberland County,2013,33,33,0,0,0,0
HARPSWELL TOWN,Cumberland County,2014,25,25,0,0,0,0
HARPSWELL TOWN,Cumberland County,2015,21,21,0,0,0,0
HARPSWELL TOWN,Cumberland County,2016,32,32,0,0,0,0
HARPSWELL TOWN,Cumberland County,2017,41,41,0,0,0,0
HARRISON TOWN,Cumberland County,1980,28,26,2,2,0,0
HARRISON TOWN,Cumberland County,1981,29,29,0,0,0,0
HARRISON TOWN,Cumberland County,1982,29,29,0,0,0,0
HARRISON TOWN,Cumberland County,1983,10,10,0,0,0,0
HARRISON TOWN,Cumberland County,1984,34,34,0,0,0,0
HARRISON TOWN,Cumberland County,1985,23,23,0,0,0,0
HARRISON TOWN,Cumberland County,1986,34,34,0,0,0,0
HARRISON TOWN,Cumberland County,1987,65,65,0,0,0,0
HARRISON TOWN,Cumberland County,1988,51,47,4,0,4,0
HARRISON TOWN,Cumberland County,1989,42,42,0,0,0,0
HARRISON TOWN,Cumberland County,1990,27,27,0,0,0,0
HARRISON TOWN,Cumberland County,1991,22,22,0,0,0,0
HARRISON TOWN,Cumberland County,1992,23,23,0,0,0,0
HARRISON TOWN,Cumberland County,1993,17,17,0,0,0,0
HARRISON TOWN,Cumberland County,1994,15,15,0,0,0,0
HARRISON TOWN,Cumberland County,1995,9,9,0,0,0,0
HARRISON TOWN,Cumberland County,1996,12,12,0,0,0,0
HARRISON TOWN,Cumberland County,1997,17,17,0,0,0,0
HARRISON TOWN,Cumberland County,1998,17,17,0,0,0,0
HARRISON TOWN,Cumberland County,1999,18,18,0,0,0,0
HARRISON TOWN,Cumberland County,2000,16,16,0,0,0,0
HARRISON TOWN,Cumberland County,2001,15,15,0,0,0,0
HARRISON TOWN,Cumberland County,2002,17,17,0,0,0,0
HARRISON TOWN,Cumberland County,2003,16,16,0,0,0,0
HARRISON TOWN,Cumberland County,2004,15,15,0,0,0,0
HARRISON TOWN,Cumberland County,2005,33,33,0,0,0,0
HARRISON TOWN,Cumberland County,2006,26,26,0,0,0,0
HARRISON TOWN,Cumberland County,2007,22,22,0,0,0,0
HARRISON TOWN,Cumberland County,2008,13,13,0,0,0,0
HARRISON TOWN,Cumberland County,2009,5,5,0,0,0,0
HARRISON TOWN,Cumberland County,2010,11,11,0,0,0,0
HARRISON TOWN,Cumberland County,2011,7,7,0,0,0,0
HARRISON TOWN,Cumberland County,2012,11,11,0,0,0,0
HARRISON TOWN,Cumberland County,2013,8,8,0,0,0,0
HARRISON TOWN,Cumberland County,2014,5,5,0,0,0,0
HARRISON TOWN,Cumberland County,2015,4,4,0,0,0,0
HARRISON TOWN,Cumberland County,2016,8,8,0,0,0,0
